,Ratings,Full_review
9637,1,Pros:Excellent phone with smooth user experience.  Cons: 1. Camera quality is not up to mark. Image processing is not good. 2. Battery draining in normal usage quickly.
9638,5,"Best phone at this budget and much better than realme ,redmi poco,oppo,vivo and samsung"
9639,4,Good
9640,3,"Average phone, poor camera."
9641,5,Best mobile under 10k budget. Fully satisfied with the features
9642,5,Nice
9643,5,Awesome
9644,4,Very good 😊
9645,1,Camera quality is very poor. Not recommending this phone if you are looking for good camera quality.
9646,5,Value for money
9647,5,Good phone
9648,4,Simply awesome for professional and above 25 of age with peace of mind for data protection and stock android
9649,5,Good
9650,5,very good at this price... stock android 11. No Ads... superb..
9651,1,"Performance is not good, camera quality is very bad, display is very bad"
9652,5,Very good display very good Mobile performance superb phone for value for money 10999 Awasome system updates
9653,1,"Very bad phone ever I have seen. Moto is very popular brand in india. I've used moto phone since last 5 years. Many models used. But I'm very disappointed to purchase this phone. It's camera quality is extremely bad. Even this is not 64 MP camera ,I think it's only 4 MP camera. Battery backup also not up to mark. I can't believe that how Moto company cheats with their costumers. Please don't buy this phone. I'm very sorry to say that please go for other brands , even Chinese brands. I've like..."
9654,1,Heating problem within 5min use
9655,1,Camera quality is very poor.it shows 64megapixel but image quality like as 5 megapixel. Mobile Hang and automatically restart
9656,4,Nice phone
9657,4,Overall product is good but I don't understand why my battery drain so fast 😐
9658,1,Worst phone and flipcart also worst👎 never buy anything from flipcart
9659,5,Very good product
9660,5,"IN LOVE WITH THE PHONE!!! MUST BUY!!! ITS EVEN GOT A COVER, I LOVE IT!!!"
9661,1,China phone 2 or 5 mp camera is better.They said 64 mp camera it's better 5 mp can give better pictures. Worst camera. I exchanged resmi note 7 pro. Feeling bad that unnecessarily I gave my old mobile. Camera is worst worst.
9662,1,"1. Camera quality very bad, 2. Battery drain very fast. 3. UI lagging. 3. Network and wifi good.  Most important after purchasing flipkart will not help for return."
9663,2,Disappointed by Motorola first time this product has poor camera quality (as it's promising 64MP) and it's heating on normal usage to..
9664,5,This mobile is awesome
9665,5,Amazing
9666,1,Automatically e insert sim all apps fast not open Speaker volume very low disturb calling talk I am not satisfied this mobile
9667,3,Processor is very slow. battery backup is awesome camera normal app opening just second
9668,4,Good product
9669,1,Wrost mobile
9670,5,"Very good product,touch display marvellous"
9671,1,Heating issue network problem gps problem
9672,3,Very bad product. According to performance. I am using this product from last 10 months performance is very poor. Don't buy!!!! Frequently hanging. Hang 10 times in a day. Lagging while you get any call.
9673,4,It is very nice for in this price. Go for it............................................
9674,4,1) Without AI activation camera is not to good. Specially in night vision or no light zone. Picture is little bit whitish. 2) System update with mobile data is not available when mobile is in roaming mode. 3) In this price range most allrounder phone. 4) Gaming can be done in medium range graphics. 5) Most efficient processor. 6) Little bit heavy.
9675,5,nice
9676,5,Best mobile 🥰🥰🥰love this
9677,5,Really good product the MOTOROLA l liked
9678,4,Very good product for the price.
9679,1,My phones sensor is not working properly after the 3 months of that mobile
9680,5,Good
9681,1,Hanging
9682,5,Nice product
9683,2,"the main disappointed thing of this device is camera, i don't like the camera quality primary camera can not focus accurately and does not perform well, other things are ok."
9684,3,Good product
9685,5,Best smartphone on this price range.
9686,5,Nice
9687,3,"Battery Very is very good, the camera is excellent excellent, the show is the best display ... Motorola G30 Mobile brand is the best product. Motorola G30 did not work on the mobile finger sensor and hanging some time mobile...."
9688,5,Value of money.👌
9689,5,"Need more camera Mela pixels and clarity in image, Need to extend the phone life time"
9690,5,Good phone
9691,1,Very bad condition
9692,5,Very good Phone
9693,4,Good value for money except it's fingerprint sensor. It's fingerprint sensor not work properly.
9694,5,Phone really good 👍👍
9695,5,Nice camera
9696,5,Super
9697,5,Nice and worthy phone
9698,5,I like it
9699,3,Not Bad But not good
9700,4,It's awesome product. If you are ready to compromise with the camera quality then Motorola G30 is suitable for you. It is more user and friendly.
9701,5,Ok
9702,5,Very good product 👍
9703,5,Best experience with it
9704,5,Working fine
9705,3,Realy nice phone
9706,5,Good 😊 product
9707,4,Good
9708,2,Not working
9709,3,"Over all the mobile is good with decent screen and tubro charger , camera is not that good."
9710,5,Super
9711,5,Good
9712,5,Best Mobile handset I’ve ever buy in mid range smartphone with snapdragon processor.
9713,5,Everything is okay but battery should be more durable afterall in this price range it's a great phone but not for who play games
9714,5,Wonderful budget phone. Ticks all the boxes.
9715,5,Very good phone under 10 k
9716,5,Good
9717,5,Very good phone for 11000 range
9718,1,Don't Buy.
9719,1,Not satisfied
9720,3,Normal phone
9721,5,"I am using this phone around 4to 5 month and my experience is just excellent , go for it ☺️☺️"
9722,3,Big problem of display
9723,5,Very nice products
9724,4,Good
9725,5,Help hand tel this is good mobil
9726,5,Nice phone with almost stock Android like UI with a very good battery backup.
9727,4,Good 👍
9728,5,"Nice product, worthy"
9729,4,Everything as per expectations and price except the battery.
9730,5,I m happy with this products
9731,3,Good
9732,5,Value for money
9733,3,Just ok
9734,3,Don't buy motorola phone.... In same price u will get better phone of other company.  Average battery Average performance Bad display Slow processor
9735,3,It's a decent mobile
9736,5,Camera quality is excellent
9737,5,Average but good choice
9738,5,Go for it
9739,5,Nice phone
9740,3,Value for money
9741,4,Ok
9742,2,Screen quality not good broke with little touch by bike movement.
